order_id,customer_id,sku_id,data_pedido,canal,categoria,produto,quantidade,preco_unitario,receita_bruta,desconto_reais,receita_liquida,custo_produto,custo_frete,metodo_pagamento,status_pagamento,margem_contribuicao,tempo_entrega_real,devolvido,motivo_devolucao,desconto_pct,tem_desconto,desconto_acima_25,faixa_desconto,frete_gratis,mk_elegivel_nao_subsidiado,faixa_ticket,cmv_pct,frete_pct,desconto_sobre_bruta_pct,margem_pct,margem_negativa,ano,mes,ano_mes,margem_realizada,receita_realizada,idx_sazonal
ORD-053403,CLI-11830,SKU-03515,2023-05-03 22:40:58,TikTok Ads,Moda,Top Exclusivo Preto,4.0,65.95,263.8,65.28,198.52,97.88,34.05,Cartão de Crédito,Aprovado,66.59,1.0,False,Não se aplica,24.746019711902957,True,False,20-25%,False,False,100-200,49.304855933910936,17.151924239371347,24.746019711902957,33.54321982671771,False,2023,5,2023-05,66.59,198.52,162.8
ORD-047238,CLI-09365,SKU-03813,2023-05-03 22:57:22,Marketplace,Lifestyle,Caderno Premium Vermelho,2.0,336.9,673.8,72.78,601.02,238.34,32.6,PIX,Aprovado,330.08,12.0,False,Não se aplica,10.801424755120214,True,False,10-20%,False,True,500-1000,39.655918272270476,5.424112342351337,10.801424755120214,54.91996938537819,False,2023,5,2023-05,330.08,601.02,162.8
ORD-050389,CLI-11830,SKU-00500,2023-05-03 23:02:48,Google Ads,Beleza,Protetor Solar Sustentável Dourado,1.0,89.78,89.78,19.44,70.34,33.55,45.54,Cartão de Crédito,Aprovado,-8.75,13.0,False,Não se aplica,21.65292938293607,True,False,20-25%,False,False,<100,47.69690076769974,64.7426784191072,21.65292938293607,-12.439579186806938,True,2023,5,2023-05,-8.75,70.34,162.8
ORD-026681,CLI-11830,SKU-00310,2023-05-03 23:03:44,Email Marketing,Moda,Calça Jeans Urban Dourado,1.0,86.63,86.63,0.0,86.63,36.21,41.69,Cartão de Crédito,Aprovado,8.73,4.0,True,Produto com defeito,0.0,False,False,0%,False,False,<100,41.79845319173497,48.124206395013275,0.0,10.077340413251761,False,2023,5,2023-05,-77.9,0.0,162.8
ORD-057037,CLI-11830,SKU-00916,2023-05-03 23:12:51,Google Ads,Beleza,Perfume Edição Limitada Bege,5.0,268.42,1342.1,0.0,1342.1,449.97,0.0,Cartão de Crédito,Aprovado,892.13,7.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,33.52730795022726,0.0,0.0,66.47269204977275,False,2023,5,2023-05,892.13,1342.1,162.8
ORD-076602,CLI-11830,SKU-01098,2023-05-03 23:20:31,Marketplace,Lifestyle,Caderno Premium Preto,1.0,114.19,114.19,17.97,96.22,56.67,45.12,PIX,Aprovado,-5.57,15.0,False,Não se aplica,15.736929678605833,True,False,10-20%,False,False,<100,58.89627935980046,46.89253793390147,15.736929678605833,-5.788817293701933,True,2023,5,2023-05,-5.57,96.22,162.8
ORD-043326,CLI-11830,SKU-00493,2023-05-03 23:30:50,TikTok Ads,Beleza,Condicionador Slim Prata,5.0,91.47,457.35,0.0,457.35,191.07,0.0,PIX,Aprovado,266.28,13.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,41.77763201049524,0.0,0.0,58.22236798950474,False,2023,5,2023-05,266.28,457.35,162.8
ORD-058983,CLI-01729,SKU-00262,2023-05-03 23:35:09,Influenciador,Lifestyle,Almofada Exclusivo Prata,3.0,341.8,1025.4,0.0,1025.4,381.18,0.0,PIX,Aprovado,644.22,1.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,37.17378583967232,0.0,0.0,62.82621416032767,False,2023,5,2023-05,644.22,1025.4,162.8
ORD-021817,CLI-12742,SKU-03457,2023-05-04 00:10:17,Marketplace,Moda,Camiseta Urban Branco,1.0,293.75,293.75,15.42,278.33,91.56,34.82,Cartão de Crédito,Aprovado,151.95,12.0,False,Não se aplica,5.2493617021276595,True,False,0-10%,False,True,250-300,32.89620234972874,12.510329465023535,5.2493617021276595,54.59346818524773,False,2023,5,2023-05,151.95,278.33,162.8
ORD-047871,CLI-11830,SKU-03214,2023-05-04 00:24:00,Instagram Ads,Lifestyle,Kit Chá Urban Preto,4.0,189.57,758.28,0.0,758.28,264.35,0.0,Boleto,Aprovado,493.93,12.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,34.86179247771272,0.0,0.0,65.13820752228729,False,2023,5,2023-05,493.93,758.28,162.8
ORD-022026,CLI-11830,SKU-04682,2023-05-04 00:52:34,Google Ads,Lifestyle,Relógio de Parede Edição Limitada Vermelho,2.0,261.86,523.72,52.77,470.95,194.84,0.0,Cartão de Crédito,Aprovado,276.11,11.0,False,Não se aplica,10.075994806385092,True,False,10-20%,True,False,300-500,41.3716955090774,0.0,10.075994806385092,58.62830449092261,False,2023,5,2023-05,276.11,470.95,162.8
ORD-041174,CLI-01729,SKU-04704,2023-05-04 01:24:00,Email Marketing,Beleza,Condicionador Delicado Vermelho,2.0,104.92,209.84,0.0,209.84,65.72,50.38,Boleto,Aprovado,93.74,14.0,False,Não se aplica,0.0,False,False,0%,False,False,200-250,31.31910026686999,24.00876858558902,0.0,44.67213114754098,False,2023,5,2023-05,93.74,209.84,162.8
ORD-006268,CLI-11830,SKU-04191,2023-05-04 02:23:16,TikTok Ads,Acessórios,Carteira Clássico Prata,1.0,129.23,129.23,0.0,129.23,62.06,7.31,Vale-Troca,Aprovado,59.86,12.0,False,Não se aplica,0.0,False,False,0%,False,False,100-200,48.022904898243446,5.6565812891743406,0.0,46.32051381258222,False,2023,5,2023-05,59.86,129.23,162.8
ORD-007175,CLI-02924,SKU-04439,2023-05-04 03:00:07,Google Ads,Lifestyle,Almofada Clássico Vermelho,5.0,316.39,1581.95,0.0,1581.95,714.6,0.0,Boleto,Aprovado,867.35,11.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,45.17209772748822,0.0,0.0,54.82790227251178,False,2023,5,2023-05,867.35,1581.95,162.8
ORD-060248,CLI-01729,SKU-02209,2023-05-04 03:41:38,Google Ads,Moda,Legging Premium Dourado,1.0,406.2,406.2,25.2,381.0,157.33,0.0,PIX,Aprovado,223.67,4.0,False,Não se aplica,6.20384047267356,True,False,0-10%,True,False,300-500,41.29396325459318,0.0,6.20384047267356,58.70603674540682,False,2023,5,2023-05,223.67,381.0,162.8
ORD-041793,CLI-11830,SKU-03714,2023-05-04 04:25:06,Influenciador,Lifestyle,Porta-Retrato Moderno Bege,1.0,340.3,340.3,101.85,238.45,133.44,55.27,PIX,Aprovado,49.74,5.0,False,Não se aplica,29.929473993535115,True,True,25-30%,False,False,200-250,55.96141748794297,23.178863493394843,29.929473993535115,20.859719018662197,False,2023,5,2023-05,49.74,238.45,162.8
ORD-047086,CLI-10455,SKU-03144,2023-05-04 04:28:24,Google Ads,Beleza,Protetor Solar Delicado Azul,2.0,49.01,98.02,34.68,63.34,46.38,29.89,Cartão de Crédito,Aprovado,-12.93,9.0,False,Não se aplica,35.380534584778616,True,True,>30%,False,False,<100,73.22387117145564,47.18976949794758,35.380534584778616,-20.413640669403218,True,2023,5,2023-05,-12.93,63.34,162.8
ORD-071623,CLI-01729,SKU-03202,2023-05-04 04:30:24,Email Marketing,Lifestyle,Relógio de Parede Clássico Bege,2.0,268.73,537.46,111.97,425.49,180.0,0.0,PIX,Aprovado,245.49,7.0,False,Não se aplica,20.833178283035014,True,False,20-25%,True,False,300-500,42.304166960445606,0.0,20.833178283035014,57.6958330395544,False,2023,5,2023-05,245.49,425.49,162.8
ORD-070777,CLI-08001,SKU-02589,2023-05-04 04:34:42,Email Marketing,Moda,Jaqueta Sustentável Dourado,6.0,120.9,725.4,0.0,725.4,284.96,0.0,Cartão de Crédito,Aprovado,440.44,3.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,39.2831541218638,0.0,0.0,60.716845878136205,False,2023,5,2023-05,440.44,725.4,162.8
ORD-064726,CLI-01729,SKU-04301,2023-05-04 04:58:33,TikTok Ads,Beleza,Batom Sport Branco,6.0,220.64,1323.84,99.25,1224.59,422.56,0.0,Cartão de Crédito,Aprovado,802.03,6.0,False,Não se aplica,7.497129562484893,True,False,0-10%,True,False,>1000,34.50624290578888,0.0,7.497129562484893,65.49375709421112,False,2023,5,2023-05,802.03,1224.59,162.8
ORD-023252,CLI-14211,SKU-03785,2023-05-04 05:15:32,Email Marketing,Beleza,Batom Delicado Preto,5.0,302.42,1512.1,213.81,1298.29,576.06,0.0,PIX,Aprovado,722.23,5.0,True,Produto com defeito,14.139937834799287,True,False,10-20%,True,False,>1000,44.370672191883166,0.0,14.139937834799287,55.629327808116834,False,2023,5,2023-05,-576.06,0.0,162.8
ORD-020715,CLI-01190,SKU-04802,2023-05-04 05:57:27,TikTok Ads,Lifestyle,Porta-Retrato Artesanal Preto,6.0,204.45,1226.7,0.0,1226.7,430.77,0.0,Cartão de Crédito,Aprovado,795.93,11.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,35.116165321594515,0.0,0.0,64.88383467840548,False,2023,5,2023-05,795.93,1226.7,162.8
ORD-041166,CLI-06351,SKU-02500,2023-05-04 06:12:19,Marketplace,Beleza,Kit Skincare Clássico Nude,6.0,90.46,542.76,216.08,326.68,197.28,30.44,Cartão de Crédito,Aprovado,98.96,7.0,False,Não se aplica,39.81133465988651,True,True,>30%,False,True,300-500,60.38937186237297,9.31798702093792,39.81133465988651,30.29264111668911,False,2023,5,2023-05,98.96,326.68,162.8
ORD-024659,CLI-01729,SKU-02943,2023-05-04 06:14:05,Orgânico,Lifestyle,Porta-Retrato Premium Prata,5.0,57.79,288.95,37.43,251.52,106.79,0.0,Boleto,Aprovado,144.73,9.0,False,Não se aplica,12.953798234988753,True,False,10-20%,True,False,250-300,42.45785623409669,0.0,12.953798234988753,57.5421437659033,False,2023,5,2023-05,144.73,251.52,162.8
ORD-008235,CLI-11830,SKU-02310,2023-05-04 06:35:20,Email Marketing,Moda,Shorts Básico Verde,4.0,185.71,742.84,0.0,742.84,279.15,0.0,PIX,Aprovado,463.69,3.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,37.57875181734963,0.0,0.0,62.421248182650366,False,2023,5,2023-05,463.69,742.84,162.8
ORD-055652,CLI-07163,SKU-03260,2023-05-04 07:15:32,Instagram Ads,Acessórios,Cinto Premium Bege,3.0,234.74,704.22,82.49,621.73,214.59,0.0,Cartão de Crédito,Aprovado,407.14,3.0,False,Não se aplica,11.71366902388458,True,False,10-20%,True,False,500-1000,34.51498238785325,0.0,11.71366902388458,65.48501761214675,False,2023,5,2023-05,407.14,621.73,162.8
ORD-014251,CLI-11830,SKU-03940,2023-05-04 07:41:09,TikTok Ads,Moda,Legging Slim Vermelho,2.0,222.21,444.42,0.0,444.42,172.0,0.0,Boleto,Aprovado,272.42,13.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,38.70212861707394,0.0,0.0,61.29787138292606,False,2023,5,2023-05,272.42,444.42,162.8
ORD-075566,CLI-11830,SKU-01618,2023-05-04 07:51:26,Marketplace,Beleza,Protetor Solar Artesanal Bege,5.0,362.5,1812.5,0.0,1812.5,830.65,30.68,Cartão de Crédito,Aprovado,951.17,7.0,True,Arrependimento,0.0,False,False,0%,False,True,>1000,45.82896551724138,1.692689655172414,0.0,52.47834482758621,False,2023,5,2023-05,-861.3299999999999,0.0,162.8
ORD-031398,CLI-11830,SKU-00923,2023-05-04 08:04:35,Marketplace,Moda,Saia Delicado Nude,3.0,185.9,557.7,100.06,457.64,180.75,35.59,PIX,Aprovado,241.3,10.0,False,Não se aplica,17.941545633853327,True,False,10-20%,False,True,300-500,39.49611047985316,7.776855170002624,17.941545633853327,52.72703435014422,False,2023,5,2023-05,241.3,457.64,162.8
ORD-072093,CLI-11830,SKU-04481,2023-05-04 09:04:08,Instagram Ads,Acessórios,Pochete Sustentável Prata,5.0,221.88,1109.4,0.0,1109.4,446.94,0.0,Cartão de Crédito,Aprovado,662.46,4.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,40.286641427798806,0.0,0.0,59.713358572201194,False,2023,5,2023-05,662.46,1109.4,162.8
ORD-025747,CLI-01729,SKU-01014,2023-05-04 09:38:36,TikTok Ads,Moda,Moletom Luxo Prata,2.0,51.19,102.38,0.0,102.38,30.79,45.53,Boleto,Aprovado,26.06,8.0,False,Não se aplica,0.0,False,False,0%,False,False,100-200,30.07423324868138,44.47157647978121,0.0,25.454190271537406,False,2023,5,2023-05,26.06,102.38,162.8
ORD-047925,CLI-11830,SKU-03155,2023-05-04 09:54:13,Google Ads,Beleza,Máscara de Cílios Sport Nude,5.0,242.78,1213.9,439.88,774.02,364.73,0.0,Cartão de Crédito,Aprovado,409.29,13.0,False,Não se aplica,36.23692231650053,True,True,>30%,True,False,500-1000,47.12152140771557,0.0,36.23692231650053,52.87847859228444,False,2023,5,2023-05,409.29,774.02,162.8
ORD-015772,CLI-01729,SKU-03973,2023-05-04 10:08:20,Marketplace,Beleza,Base Líquida Sport Verde,3.0,231.69,695.07,0.0,695.07,233.89,55.47,Boleto,Aprovado,405.71,14.0,False,Não se aplica,0.0,False,False,0%,False,True,500-1000,33.64984821672637,7.980491173550865,0.0,58.36966060972275,False,2023,5,2023-05,405.71,695.07,162.8
ORD-029369,CLI-10455,SKU-04815,2023-05-04 10:11:03,Google Ads,Moda,Vestido Edição Limitada Prata,3.0,339.05,1017.15,0.0,1017.15,422.81,0.0,Cartão de Crédito,Aprovado,594.34,11.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,41.56810696554098,0.0,0.0,58.43189303445904,False,2023,5,2023-05,594.34,1017.15,162.8
ORD-065310,CLI-11830,SKU-00111,2023-05-04 10:17:52,Google Ads,Moda,Saia Premium Verde,5.0,51.62,258.1,0.0,258.1,88.65,0.0,PIX,Aprovado,169.45,11.0,False,Não se aplica,0.0,False,False,0%,True,False,250-300,34.34715226656335,0.0,0.0,65.65284773343664,False,2023,5,2023-05,169.45,258.1,162.8
ORD-018244,CLI-06351,SKU-01980,2023-05-04 10:31:50,Instagram Ads,Moda,Saia Artesanal Bege,2.0,176.73,353.46,0.0,353.46,146.95,0.0,Cartão de Crédito,Aprovado,206.51,13.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,41.574718497142534,0.0,0.0,58.42528150285746,False,2023,5,2023-05,206.51,353.46,162.8
ORD-049522,CLI-14211,SKU-04558,2023-05-04 10:34:33,Orgânico,Beleza,Protetor Solar Artesanal Bege,4.0,174.35,697.4,0.0,697.4,245.08,0.0,Boleto,Aprovado,452.32,6.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,35.14195583596214,0.0,0.0,64.85804416403785,False,2023,5,2023-05,452.32,697.4,162.8
ORD-009913,CLI-14211,SKU-04404,2023-05-04 10:50:42,Google Ads,Beleza,Kit Skincare Sustentável Dourado,3.0,199.26,597.78,192.89,404.89,215.37,0.0,Cartão de Crédito,Aprovado,189.52,5.0,False,Não se aplica,32.26772391180702,True,True,>30%,True,False,300-500,53.19222504877869,0.0,32.26772391180702,46.807774951221326,False,2023,5,2023-05,189.52,404.89,162.8
ORD-074453,CLI-08950,SKU-04807,2023-05-04 11:13:31,Google Ads,Beleza,Sérum Facial Luxo Azul,4.0,131.36,525.44,0.0,525.44,258.96,0.0,Vale-Troca,Aprovado,266.48,5.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,49.284409257003645,0.0,0.0,50.71559074299634,False,2023,5,2023-05,266.48,525.44,162.8
ORD-061179,CLI-14837,SKU-00043,2023-05-04 11:29:49,Marketplace,Acessórios,Pochete Básico Preto,4.0,178.4,713.6,0.0,713.6,265.73,48.21,Cartão de Crédito,Aprovado,399.66,13.0,False,Não se aplica,0.0,False,False,0%,False,True,500-1000,37.237948430493276,6.755885650224215,0.0,56.006165919282516,False,2023,5,2023-05,399.66,713.6,162.8
ORD-032559,CLI-01729,SKU-02997,2023-05-04 11:44:51,Marketplace,Moda,Regata Sport Rosa,2.0,175.45,350.9,0.0,350.9,144.15,36.81,Cartão de Crédito,Aprovado,169.94,11.0,False,Não se aplica,0.0,False,False,0%,False,True,300-500,41.080079794813344,10.490168139070962,0.0,48.429752066115704,False,2023,5,2023-05,169.94,350.9,162.8
ORD-031175,CLI-01729,SKU-00569,2023-05-04 11:59:11,Marketplace,Beleza,Condicionador Exclusivo Dourado,3.0,184.63,553.89,149.07,404.82,203.79,43.88,Boleto,Aprovado,157.15,14.0,True,Arrependimento,26.913286031522503,True,True,25-30%,False,True,300-500,50.340892248406696,10.839385405859394,26.913286031522503,38.81972234573391,False,2023,5,2023-05,-247.67,0.0,162.8
ORD-035065,CLI-03105,SKU-03165,2023-05-04 12:52:10,Marketplace,Lifestyle,Garrafa Térmica Premium Preto,1.0,196.89,196.89,0.0,196.89,67.27,51.29,PIX,Aprovado,78.33,15.0,False,Não se aplica,0.0,False,False,0%,False,False,100-200,34.16628574330844,26.050078724160702,0.0,39.78363553253086,False,2023,5,2023-05,78.33,196.89,162.8
ORD-075867,CLI-11830,SKU-01997,2023-05-04 12:57:57,Influenciador,Beleza,Base Líquida Oversize Prata,3.0,455.6,1366.8,0.0,1366.8,580.9,0.0,Cartão de Crédito,Aprovado,785.9,13.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,42.50073163593795,0.0,0.0,57.49926836406204,False,2023,5,2023-05,785.9,1366.8,162.8
ORD-065732,CLI-01729,SKU-03262,2023-05-04 13:07:19,Orgânico,Beleza,Creme Hidratante Premium Verde,2.0,190.63,381.26,70.38,310.88,140.25,0.0,Cartão de Crédito,Aprovado,170.63,5.0,False,Não se aplica,18.45984367623144,True,False,10-20%,True,False,300-500,45.11387030365414,0.0,18.45984367623144,54.886129696345854,False,2023,5,2023-05,170.63,310.88,162.8
ORD-033244,CLI-11830,SKU-03163,2023-05-04 13:17:08,Google Ads,Beleza,Máscara de Cílios Artesanal Branco,1.0,202.69,202.69,0.0,202.69,70.38,12.76,Cartão de Crédito,Aprovado,119.55,13.0,False,Não se aplica,0.0,False,False,0%,False,False,200-250,34.722975973160985,6.295327840544675,0.0,58.98169618629434,False,2023,5,2023-05,119.55,202.69,162.8
ORD-033125,CLI-11830,SKU-03953,2023-05-04 13:36:26,Influenciador,Moda,Calça Jeans Sustentável Branco,3.0,485.86,1457.58,0.0,1457.58,715.94,0.0,Boleto,Aprovado,741.64,11.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,49.11840173438165,0.0,0.0,50.88159826561836,False,2023,5,2023-05,741.64,1457.58,162.8
ORD-000260,CLI-08289,SKU-00288,2023-05-04 13:43:20,TikTok Ads,Lifestyle,Planta Artificial Clássico Dourado,4.0,85.66,342.64,0.0,342.64,122.18,0.0,Boleto,Aprovado,220.46,6.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,35.65841699743171,0.0,0.0,64.3415830025683,False,2023,5,2023-05,220.46,342.64,162.8
ORD-016495,CLI-11830,SKU-04371,2023-05-04 14:03:45,Orgânico,Beleza,Blush Delicado Rosa,4.0,264.04,1056.16,0.0,1056.16,477.1,0.0,Cartão de Crédito,Aprovado,579.06,3.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,45.173079836388425,0.0,0.0,54.82692016361157,False,2023,5,2023-05,579.06,1056.16,162.8
ORD-024507,CLI-01729,SKU-03137,2023-05-04 14:17:48,Google Ads,Acessórios,Meias Delicado Rosa,6.0,83.91,503.46,0.0,503.46,194.12,0.0,Boleto,Aprovado,309.34,3.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,38.55718428474953,0.0,0.0,61.44281571525047,False,2023,5,2023-05,309.34,503.46,162.8
ORD-026417,CLI-01729,SKU-02177,2023-05-04 14:21:01,Email Marketing,Acessórios,Mochila Exclusivo Vermelho,6.0,312.38,1874.28,0.0,1874.28,913.52,0.0,Cartão de Crédito,Aprovado,960.76,8.0,True,Atraso na entrega,0.0,False,False,0%,True,False,>1000,48.73978274324007,0.0,0.0,51.26021725675993,False,2023,5,2023-05,-913.52,0.0,162.8
ORD-072337,CLI-14025,SKU-03372,2023-05-04 14:42:32,Google Ads,Moda,Vestido Luxo Dourado,4.0,168.27,673.08,148.02,525.06,326.96,0.0,PIX,Aprovado,198.1,11.0,False,Não se aplica,21.991442324835088,True,False,20-25%,True,False,500-1000,62.270978554831835,0.0,21.991442324835088,37.72902144516818,False,2023,5,2023-05,198.1,525.06,162.8
ORD-036464,CLI-09832,SKU-04019,2023-05-04 15:17:40,Instagram Ads,Acessórios,Mochila Clássico Vermelho,4.0,153.61,614.44,0.0,614.44,243.13,0.0,PIX,Aprovado,371.31,11.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,39.56936397369962,0.0,0.0,60.43063602630036,False,2023,5,2023-05,371.31,614.44,162.8
ORD-004170,CLI-11830,SKU-02919,2023-05-04 15:36:33,Marketplace,Lifestyle,Kit Chá Artesanal Azul,2.0,57.11,114.22,40.7,73.52,55.82,57.17,PIX,Aprovado,-39.47,13.0,False,Não se aplica,35.63298896865698,True,True,>30%,False,False,<100,75.92491838955387,77.76115342763875,35.63298896865698,-53.686071817192605,True,2023,5,2023-05,-39.47,73.52,162.8
ORD-061442,CLI-11830,SKU-02135,2023-05-04 15:37:16,Marketplace,Acessórios,Pulseira Moderno Dourado,5.0,344.15,1720.75,210.82,1509.93,838.3,42.95,PIX,Aprovado,628.68,16.0,False,Não se aplica,12.251634461717273,True,False,10-20%,False,True,>1000,55.51913002589524,2.844502725291901,12.251634461717273,41.63636724881285,False,2023,5,2023-05,628.68,1509.93,162.8
ORD-066723,CLI-03910,SKU-02286,2023-05-04 15:38:24,Email Marketing,Acessórios,Brinco Slim Prata,2.0,293.9,587.8,172.28,415.52,217.1,0.0,PIX,Aprovado,198.42,10.0,False,Não se aplica,29.309288873766594,True,True,25-30%,True,False,300-500,52.24778590681556,0.0,29.309288873766594,47.75221409318444,False,2023,5,2023-05,198.42,415.52,162.8
ORD-040641,CLI-11830,SKU-01424,2023-05-04 15:50:37,Instagram Ads,Moda,Camiseta Luxo Preto,1.0,39.42,39.42,0.0,39.42,17.65,40.76,Cartão de Crédito,Aprovado,-18.99,11.0,False,Não se aplica,0.0,False,False,0%,False,False,<100,44.77422628107559,103.39928970065955,0.0,-48.17351598173516,True,2023,5,2023-05,-18.99,39.42,162.8
ORD-062318,CLI-01729,SKU-03387,2023-05-04 17:35:59,Influenciador,Moda,Vestido Oversize Preto,3.0,285.85,857.55,0.0,857.55,406.99,0.0,Cartão de Crédito,Aprovado,450.56,10.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,47.459623345577526,0.0,0.0,52.54037665442248,False,2023,5,2023-05,450.56,857.55,162.8
ORD-018990,CLI-12360,SKU-01550,2023-05-04 17:54:43,Instagram Ads,Lifestyle,Porta-Retrato Urban Vermelho,2.0,175.93,351.86,0.0,351.86,123.53,0.0,Cartão de Crédito,Aprovado,228.33,6.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,35.107713295060535,0.0,0.0,64.89228670493947,False,2023,5,2023-05,228.33,351.86,162.8
ORD-005289,CLI-14211,SKU-00288,2023-05-04 18:10:40,Google Ads,Lifestyle,Planta Artificial Clássico Dourado,2.0,217.65,435.3,87.4,347.9,198.17,0.0,Cartão de Crédito,Aprovado,149.73,2.0,False,Não se aplica,20.078107052607397,True,False,20-25%,True,False,300-500,56.96177062374246,0.0,20.078107052607397,43.03822937625755,False,2023,5,2023-05,149.73,347.9,162.8
ORD-040960,CLI-11830,SKU-03195,2023-05-04 18:11:15,Google Ads,Acessórios,Pulseira Slim Branco,6.0,60.12,360.72,0.0,360.72,125.39,0.0,PIX,Aprovado,235.33,9.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,34.7610334885784,0.0,0.0,65.23896651142161,False,2023,5,2023-05,235.33,360.72,162.8
ORD-001629,CLI-03105,SKU-01430,2023-05-04 18:26:22,Instagram Ads,Acessórios,Mochila Básico Verde,1.0,59.12,59.12,8.2,50.92,18.68,34.41,PIX,Aprovado,-2.17,13.0,False,Não se aplica,13.870094722598106,True,False,10-20%,False,False,<100,36.68499607227022,67.57659073055773,13.870094722598106,-4.261586802827965,True,2023,5,2023-05,-2.17,50.92,162.8
ORD-043064,CLI-05277,SKU-04905,2023-05-04 18:48:25,Email Marketing,Moda,Top Delicado Verde,3.0,303.23,909.69,359.6,550.09,389.98,0.0,Vale-Troca,Aprovado,160.11,7.0,False,Não se aplica,39.52994976310612,True,True,>30%,True,False,500-1000,70.89385373302551,0.0,39.52994976310612,29.1061462669745,False,2023,5,2023-05,160.11,550.09,162.8
ORD-016253,CLI-07163,SKU-04694,2023-05-04 18:50:38,Instagram Ads,Moda,Vestido Moderno Vermelho,2.0,279.42,558.84,0.0,558.84,205.67,0.0,PIX,Aprovado,353.17,8.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,36.80302054255243,0.0,0.0,63.19697945744757,False,2023,5,2023-05,353.17,558.84,162.8
ORD-075731,CLI-01729,SKU-04825,2023-05-04 18:59:53,TikTok Ads,Beleza,Blush Premium Branco,3.0,145.36,436.08,0.0,436.08,205.28,0.0,Cartão de Crédito,Aprovado,230.8,14.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,47.073931388736014,0.0,0.0,52.926068611263986,False,2023,5,2023-05,230.8,436.08,162.8
ORD-047366,CLI-11830,SKU-00687,2023-05-04 19:02:17,Instagram Ads,Beleza,Condicionador Clássico Vermelho,4.0,305.28,1221.12,251.23,969.89,552.6,0.0,PIX,Aprovado,417.29,2.0,True,Produto com defeito,20.573735587002098,True,False,20-25%,True,False,500-1000,56.975533307900896,0.0,20.573735587002098,43.024466692099104,False,2023,5,2023-05,-552.6,0.0,162.8
ORD-066378,CLI-11830,SKU-02946,2023-05-04 19:21:45,TikTok Ads,Moda,Blusa de Tricô Moderno Vermelho,1.0,197.78,197.78,30.82,166.96,80.16,44.45,PIX,Aprovado,42.35,7.0,False,Não se aplica,15.582970977854183,True,False,10-20%,False,False,100-200,48.01149976042166,26.623143267848587,15.582970977854183,25.365356971729756,False,2023,5,2023-05,42.35,166.96,162.8
ORD-050157,CLI-07163,SKU-04687,2023-05-04 19:23:43,Google Ads,Moda,Legging Edição Limitada Rosa,1.0,150.63,150.63,0.0,150.63,57.92,41.45,Cartão de Crédito,Aprovado,51.26,5.0,False,Não se aplica,0.0,False,False,0%,False,False,100-200,38.451835623713734,27.517758746597625,0.0,34.030405629688644,False,2023,5,2023-05,51.26,150.63,162.8
ORD-072572,CLI-11830,SKU-03597,2023-05-04 20:15:23,Influenciador,Acessórios,Bolsa de Couro Moderno Branco,5.0,419.44,2097.2,219.42,1877.78,754.5,0.0,Cartão de Crédito,Aprovado,1123.28,11.0,False,Não se aplica,10.462521457181003,True,False,10-20%,True,False,>1000,40.180425821981274,0.0,10.462521457181003,59.81957417801872,False,2023,5,2023-05,1123.28,1877.78,162.8
ORD-066274,CLI-14738,SKU-03877,2023-05-04 20:39:19,Influenciador,Beleza,Condicionador Artesanal Bege,6.0,382.27,2293.62,0.0,2293.62,718.58,0.0,Cartão de Crédito,Aprovado,1575.04,7.0,True,Produto com defeito,0.0,False,False,0%,True,False,>1000,31.32951404330273,0.0,0.0,68.67048595669728,False,2023,5,2023-05,-718.58,0.0,162.8
ORD-048815,CLI-11830,SKU-01514,2023-05-04 20:40:06,Orgânico,Moda,Shorts Delicado Dourado,3.0,118.13,354.39,0.0,354.39,127.06,0.0,PIX,Aprovado,227.33,10.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,35.85315612743024,0.0,0.0,64.14684387256978,False,2023,5,2023-05,227.33,354.39,162.8
